7	33	1022	1	0	0	33
22	7	1089	0	-1	0	47
-12	18	1060	0	0	0	61
-12	-5	1054	0	0	0	75
41	3	1057	0	-2	0	92
68	11	1064	0	-3	0	106
53	1	1061	0	-2	0	120
65	7	1060	0	-3	0	147
56	4	1065	0	-3	0	161
55	4	1069	0	-2	0	175
44	4	1055	0	-2	0	189
19	0	1078	0	0	0	203
37	0	1073	0	-1	0	217
11	7	1066	0	0	0	231
8	4	1076	0	0	0	258
33	0	1066	0	-1	0	272
42	4	1076	0	-2	0	286
54	7	1059	0	-2	0	300
44	1	1075	0	-2	0	314
54	7	1073	0	-2	0	329
66	79	1076	4	-3	0	343
39	11	1055	0	-2	0	371
36	33	1032	1	-1	0	385
53	-14	1083	0	-2	0	399
69	-1	1070	0	-3	0	413
49	0	1080	0	-2	0	426
8	14	1035	0	0	0	441
29	-48	1066	-2	-1	0	455
62	18	1073	0	-3	0	483
31	2	1073	0	-1	0	497
0	4	1041	0	0	0	510
53	-14	1077	0	-2	0	526
37	16	1063	0	-2	0	540
57	9	1079	0	-3	0	554
20	1	1066	0	-1	0	568
11	14	1068	0	0	0	597
1	8	1076	0	0	0	612
-18	1	1066	0	0	0	627
-9	4	1069	0	0	0	641
-19	7	1065	0	1	0	655
-9	8	1065	0	0	0	669
13	8	1083	0	0	0	683
8	18	1088	0	0	0	697
2	-2	1059	0	0	0	724
39	-4	1043	0	-2	0	738
85	-7	1081	0	-4	0	752
79	3	1074	0	-4	0	766
103	-3	1073	0	-5	0	780
99	-7	1073	0	-5	0	794
90	-4	1068	0	-4	0	822
66	3	1072	0	-3	0	836
49	4	1062	0	-2	0	851
12	0	1061	0	0	0	864
8	11	1068	0	0	0	878
22	8	1065	0	-1	0	892
41	1	1069	0	-2	0	906
50	0	1072	0	-2	0	920
67	0	1069	0	-3	0	948
17	7	1069	0	0	0	962
19	8	1072	0	-1	0	975
20	4	1059	0	-1	0	989
13	4	1064	0	0	0	1003
22	7	1061	0	-1	0	1017
20	4	1061	0	-1	0	1031
24	7	1079	0	-1	0	1060
34	8	1073	0	-1	0	1074
39	1	1091	0	-2	0	1088
46	4	1068	0	-2	0	1103
33	4	1065	0	-1	0	1117
25	-3	1062	0	-1	0	1131
24	3	1072	0	-1	0	1145
13	5	1051	0	0	0	1173
40	0	1074	0	-2	0	1187
57	7	1059	0	-3	0	1201
62	1	1068	0	-3	0	1214
70	-11	1065	0	-3	0	1228
42	-1	1062	0	-2	0	1243
20	1	1061	0	-1	0	1271
16	0	1065	0	0	0	1285
12	11	1065	0	0	0	1299
-2	5	1072	0	0	0	1313
-7	4	1059	0	0	0	1327
-1	4	1086	0	0	0	1341
-7	7	1067	0	0	0	1356
-4	8	1094	0	0	0	1370
29	42	1042	2	-1	0	1398
102	-6	1066	0	-5	0	1412
120	-22	1072	-1	-6	0	1425
100	-2	1020	0	-5	0	1441
81	-14	1089	0	-4	0	1456
75	-9	1064	0	-4	0	1470
33	-3	1074	0	-1	0	1498
14	3	1052	0	0	0	1512
-6	7	1067	0	0	0	1526
-4	4	1069	0	0	0	1540
3	4	1062	0	0	0	1554
-3	-3	1068	0	0	0	1568
10	0	1072	0	0	0	1583
44	4	1062	0	-2	0	1612
40	0	1072	0	-2	0	1626
53	0	1069	0	-2	0	1640
51	0	1069	0	-2	0	1655
48	0	1065	0	-2	0	1670
47	0	1065	0	-2	0	1684
33	0	1069	0	-1	0	1698
17	4	1065	0	0	0	1726
23	0	1065	0	-1	0	1740
27	0	1069	0	-1	0	1755
31	0	1062	0	-1	0	1769
38	0	1065	0	-2	0	1783
36	-4	1069	0	-1	0	1797
42	0	1072	0	-2	0	1811
62	0	1087	0	-3	0	1839
17	-4	1064	0	0	0	1854
72	-7	1076	0	-3	0	1869
4	3	1070	0	0	0	1883
71	4	1076	0	-3	0	1897
28	4	1073	0	-1	0	1911
66	-3	1076	0	-3	0	1925
43	0	1070	0	-2	0	1953
54	7	1055	0	-2	0	1968
34	1	1064	0	-1	0	1982
35	0	1065	0	-1	0	1996
18	0	1061	0	0	0	2010
27	4	1065	0	-1	0	2024
-7	-14	1057	0	0	0	2069
24	13	1068	0	-1	0	2083
24	15	1062	0	-1	0	2096
48	2	1075	0	-2	0	2110
72	0	1063	0	-3	0	2125
71	7	1065	0	-3	0	2139
45	-3	1071	0	-2	0	2167
40	0	1062	0	-2	0	2181
15	0	1072	0	0	0	2196
9	-4	1069	0	0	0	2209
4	-4	1073	0	0	0	2223
15	3	1069	0	0	0	2237
23	4	1069	0	-1	0	2251
32	-3	1062	0	-1	0	2279
46	0	1068	0	-2	0	2293
51	0	1065	0	-2	0	2307
44	4	1072	0	-2	0	2321
43	0	1066	0	-2	0	2335
36	0	1069	0	-1	0	2349
28	0	1065	0	-1	0	2363
24	0	1069	0	-1	0	2392
31	-4	1065	0	-1	0	2406
31	3	1069	0	-1	0	2420
39	0	1069	0	-2	0	2434
39	0	1069	0	-2	0	2448
46	4	1069	0	-2	0	2462
40	0	1065	0	-2	0	2476
36	0	1069	0	-1	0	2504
35	4	1065	0	-1	0	2518
42	4	1065	0	-2	0	2532
43	4	1069	0	-2	0	2546
54	4	1069	0	-2	0	2559
66	0	1080	0	-3	0	2574
63	0	1070	0	-3	0	2588
83	10	1076	0	-4	0	2620
100	29	1063	1	-5	0	2634
141	38	1068	2	-7	0	2647
134	46	1069	2	-7	0	2661
155	-45	1062	-2	-8	0	2677
129	63	1047	3	-6	0	2691
160	-9	1016	0	-8	0	2719
161	-26	1081	-1	-8	0	2733
246	19	1028	1	-13	0	2747
230	12	1061	0	-12	0	2760
232	79	1012	4	-12	0	2775
235	-10	1095	0	-12	0	2790
343	-154	1102	-7	-17	0	2817
250	66	1023	3	-13	0	2831
273	-121	1054	-6	-14	0	2845
310	83	961	4	-17	0	2859
310	15	1041	0	-16	0	2873
378	19	953	1	-21	0	2888
292	126	1117	6	-14	0	2902
176	198	1191	9	-8	0	2930
534	76	975	3	-28	0	2944
326	333	1095	16	-15	0	2958
507	-186	1132	-8	-23	0	2972
228	-50	1132	-2	-11	0	2985
171	-104	1287	-4	-7	0	3000
411	-77	922	-4	-23	0	3028
306	3	1111	0	-15	0	3041
374	-166	918	-9	-21	0	3055
582	72	813	4	-35	0	3069
334	-159	1355	-6	-13	0	3084
476	186	938	10	-26	0	3098
32	-197	1299	-8	-1	0	3127
332	196	717	13	-24	0	3140
83	76	1271	3	-3	0	3155
